date,open,low,high,close,volume
2023-05-12 16:00:00,167.98,167.53,168.04,167.56,409094
2023-05-12 15:30:00,168.71,167.27,169.04,168.0,12246316
2023-05-12 15:00:00,167.88,167.78,168.9309,168.7,7129106
2023-05-12 14:30:00,167.84,167.33,168.03,167.8899,5690162
2023-05-12 14:00:00,167.7564,167.39,168.29,167.85,5972941
2023-05-12 13:30:00,168.325,167.59,168.7,167.74,5872013
2023-05-12 13:00:00,167.81,167.66,168.63,168.32,7083556
2023-05-12 12:30:00,167.98,167.23,168.8,167.81,9490138
2023-05-12 12:00:00,170.2699,167.61,170.2724,167.9835,12012867
2023-05-12 11:30:00,170.2131,168.75,170.46,170.26,12214038
2023-05-12 11:00:00,171.95,170.19,172.6,170.21,11501261
2023-05-12 10:30:00,171.96,171.15,172.97,171.96,13783440
2023-05-12 10:00:00,176.11,171.83,176.4998,171.973,21265170
2023-05-12 09:30:00,176.07,174.6,177.38,176.11,26779474
2023-05-11 16:00:00,172.08,172.02,173.45,173.23,2142119
2023-05-11 15:30:00,169.933,169.36,173.57,172.05,17558474
2023-05-11 15:00:00,169.94,169.7207,170.48,169.92,5241816
2023-05-11 14:30:00,169.408,169.36,170.2,169.9511,5154042
2023-05-11 14:00:00,169.35,168.96,169.49,169.3901,3230492
2023-05-11 13:30:00,169.12,168.6429,169.41,169.32,4445898
2023-05-11 13:00:00,169.19,168.95,169.71,169.1005,4243583
2023-05-11 12:30:00,168.86,168.73,169.49,169.1901,4265878
2023-05-11 12:00:00,169.85,168.63,169.9999,168.8557,5371705
2023-05-11 11:30:00,169.19,169.01,169.86,169.845,5769290
2023-05-11 11:00:00,168.85,168.12,169.2999,169.18,6393162
2023-05-11 10:30:00,168.18,167.44,168.9607,168.8501,9654839
2023-05-11 10:00:00,167.77,167.7401,169.61,168.19,10991871
2023-05-11 09:30:00,168.7,166.79,168.87,167.7401,13961382
2023-05-10 16:00:00,168.54,168.12,168.55,168.37,515505
2023-05-10 15:30:00,169.15,168.36,169.5,168.55,7260510
2023-05-10 15:00:00,168.8599,168.65,169.64,169.13,6588444
2023-05-10 14:30:00,168.29,168.2,168.98,168.85,6088229
2023-05-10 14:00:00,167.67,167.651,168.55,168.2876,5015584
2023-05-10 13:30:00,167.43,166.68,167.8018,167.6914,6567609
2023-05-10 13:00:00,168.6632,167.36,168.75,167.43,6491973
2023-05-10 12:30:00,168.69,168.51,169.4,168.6801,5952572
2023-05-10 12:00:00,168.875,167.83,168.88,168.7199,6353366
2023-05-10 11:30:00,169.41,168.6501,169.87,168.87,6819310
2023-05-10 11:00:00,169.4,168.55,170.13,169.4116,10648769
2023-05-10 10:30:00,173.06,169.01,173.68,169.39,14060693
2023-05-10 10:00:00,172.77,172.5,174.43,173.0599,13453433
2023-05-10 09:30:00,172.55,171.4,173.87,172.75,18853995
2023-05-09 16:00:00,169.15,168.15,169.15,168.89,423547
2023-05-09 15:30:00,168.49,168.46,169.16,169.14,6499398
2023-05-09 15:00:00,168.0008,167.945,168.75,168.48,4385282
2023-05-09 14:30:00,168.2,167.86,169.15,168.0093,4547955
2023-05-09 14:00:00,167.949,167.87,168.44,168.1992,4937546
2023-05-09 13:30:00,167.5232,167.25,168.0,167.9293,4288493
2023-05-09 13:00:00,167.635,167.39,167.78,167.53,4703344
2023-05-09 12:30:00,166.64,166.56,167.64,167.63,5912559
2023-05-09 12:00:00,166.86,166.63,167.18,166.6431,5303121
2023-05-09 11:30:00,167.5,166.75,167.618,166.875,6392650
2023-05-09 11:00:00,168.145,167.05,168.21,167.4893,7260870
2023-05-09 10:30:00,168.09,167.67,168.79,168.1599,7179500
2023-05-09 10:00:00,169.28,167.9202,169.42,168.06,10118847
2023-05-09 09:30:00,168.95,168.3,169.82,169.27,14008470
2023-05-08 16:00:00,171.79,171.4,171.8,171.59,414060
2023-05-08 15:30:00,171.45,171.28,171.95,171.85,6158223
2023-05-08 15:00:00,171.72,170.96,171.93,171.4579,5570076
2023-05-08 14:30:00,171.06,171.0213,171.73,171.715,4653163
2023-05-08 14:00:00,171.535,170.03,171.68,171.0657,7189514
2023-05-08 13:30:00,172.2113,171.3801,172.46,171.5317,5790800
2023-05-08 13:00:00,172.03,171.25,172.299,172.2095,6314125
2023-05-08 12:30:00,171.7199,171.12,172.04,172.03,5325588
2023-05-08 12:00:00,172.09,171.54,172.16,171.7312,5614061
2023-05-08 11:30:00,170.5994,170.25,172.1,172.09,7289808
2023-05-08 11:00:00,170.46,170.33,171.51,170.6038,8322668
2023-05-08 10:30:00,169.85,169.19,170.88,170.4573,10771537
2023-05-08 10:00:00,172.1032,169.65,173.7274,169.83,14699491
2023-05-08 09:30:00,173.72,170.4,173.8,172.0943,19824377
2023-05-05 16:00:00,170.04,169.93,170.0897,169.97,1846423
2023-05-05 15:30:00,170.16,169.72,170.24,170.07,7254046
2023-05-05 15:00:00,170.12,169.8,170.7899,170.16,5858579
2023-05-05 14:30:00,170.13,169.76,170.4,170.105,4581413
2023-05-05 14:00:00,169.97,169.73,170.44,170.1318,6515022
2023-05-05 13:30:00,169.23,169.15,170.0,169.979,6079629
2023-05-05 13:00:00,168.3,168.3,169.4,169.22,6781425
2023-05-05 12:30:00,168.13,167.72,168.3886,168.29,4422518
2023-05-05 12:00:00,168.39,167.6,168.73,168.13,5242255
2023-05-05 11:30:00,168.59,167.8,168.65,168.3799,5819370
2023-05-05 11:00:00,167.93,167.8114,169.1,168.5725,8477667
2023-05-05 10:30:00,166.9,166.89,168.29,167.91,10706434
2023-05-05 10:00:00,166.39,166.01,167.34,166.88,10417551
2023-05-05 09:30:00,163.97,163.51,167.1,166.38,19693676
2023-05-04 16:00:00,161.2,160.94,161.27,161.09,466067
2023-05-04 15:30:00,161.605,161.04,161.83,161.22,4733701
2023-05-04 15:00:00,161.34,161.04,161.93,161.6,4310308
2023-05-04 14:30:00,161.6,161.03,161.939,161.37,3795662
2023-05-04 14:00:00,162.16,161.52,162.26,161.61,3690077
2023-05-04 13:30:00,161.3,161.235,162.28,162.1488,4093831
2023-05-04 13:00:00,161.0,160.79,161.85,161.3,5157313
2023-05-04 12:30:00,161.96,160.49,162.0,160.9901,6059902
2023-05-04 12:00:00,161.08,160.88,162.0,161.96,5533414
2023-05-04 11:30:00,161.995,160.76,162.36,161.099,6581320
2023-05-04 11:00:00,161.42,161.31,162.64,162.0,8371049
2023-05-04 10:30:00,160.24,159.82,161.735,161.46,9985905
2023-05-04 10:00:00,161.56,159.65,162.7428,160.24,13748128
2023-05-04 09:30:00,162.71,160.96,162.95,161.57,15482994
2023-05-03 16:00:00,160.61,160.51,161.05,160.89,463454
2023-05-03 15:30:00,161.82,160.2889,161.9,160.6082,12115582
2023-05-03 15:00:00,164.065,161.72,164.58,161.8019,10987167
2023-05-03 14:30:00,164.61,162.89,164.99,164.05,11659378
2023-05-03 14:00:00,164.1251,163.36,164.99,164.596,9141539
2023-05-03 13:30:00,164.82,163.84,164.88,164.15,4412878
2023-05-03 13:00:00,164.09,163.97,165.0,164.82,5905122
2023-05-03 12:30:00,164.25,163.3001,164.26,164.08,4716223
2023-05-03 12:00:00,163.7116,163.45,164.4513,164.2455,5752291
2023-05-03 11:30:00,163.03,162.92,164.06,163.71,5616027
2023-05-03 11:00:00,164.15,162.85,164.39,163.0273,7828403
2023-05-03 10:30:00,163.9499,163.8201,165.0,164.16,9891135
2023-05-03 10:00:00,163.16,162.68,164.86,163.929,12410069
2023-05-03 09:30:00,160.01,159.91,163.659,163.165,15645039
2023-05-02 16:00:00,160.31,159.71,161.4009,160.1,438238
2023-05-02 15:30:00,159.98,158.93,160.62,160.29,10504554
2023-05-02 15:00:00,160.545,159.87,161.07,159.97,6952107
2023-05-02 14:30:00,160.33,159.8601,160.63,160.5482,7160045
2023-05-02 14:00:00,161.92,160.16,162.0,160.32,7119644
2023-05-02 13:30:00,161.23,161.01,162.2399,161.915,5677369
2023-05-02 13:00:00,161.6901,161.165,162.4099,161.2204,5745797
2023-05-02 12:30:00,161.325,161.26,162.04,161.7,6403561
2023-05-02 12:00:00,160.6599,160.16,161.34,161.3252,7214265
2023-05-02 11:30:00,161.19,159.75,161.4199,160.6401,11649305
2023-05-02 11:00:00,161.8,161.01,162.7,161.17,10135522
2023-05-02 10:30:00,164.03,161.33,164.4499,161.7664,12894234
2023-05-02 10:00:00,164.35,162.62,164.67,164.06,13491893
2023-05-02 09:30:00,161.88,161.83,165.49,164.325,19265848
2023-05-01 16:00:00,161.79,161.4,161.95,161.76,654534
2023-05-01 15:30:00,161.13,160.93,162.11,161.78,7078996
2023-05-01 15:00:00,161.52,160.66,161.61,161.1184,4985844
2023-05-01 14:30:00,161.585,160.56,161.59,161.53,6304441
2023-05-01 14:00:00,162.2296,161.41,162.5483,161.58,5622082
2023-05-01 13:30:00,161.9213,161.6754,162.6399,162.24,5006267
2023-05-01 13:00:00,162.01,161.75,162.43,161.935,5821809
2023-05-01 12:30:00,160.98,160.94,162.26,162.02,6699877
2023-05-01 12:00:00,159.9596,159.77,161.12,160.9613,7738557
2023-05-01 11:30:00,159.08,158.95,159.99,159.97,7708795
2023-05-01 11:00:00,161.465,158.83,161.77,159.09,11133471
2023-05-01 10:30:00,162.29,160.74,162.57,161.4685,9792076
2023-05-01 10:00:00,161.9,161.0,163.28,162.3,11794068
2023-05-01 09:30:00,163.17,160.27,163.24,161.9083,16039542
2023-04-28 16:00:00,164.31,164.01,164.4,164.1001,1361135
2023-04-28 15:30:00,164.23,163.68,164.56,164.35,8659830
2023-04-28 15:00:00,164.36,163.92,164.579,164.2201,5406656
2023-04-28 14:30:00,164.26,163.76,164.54,164.36,5855975
2023-04-28 14:00:00,164.63,163.9101,164.91,164.2587,5662100
2023-04-28 13:30:00,164.165,163.61,164.8,164.6305,6270242
2023-04-28 13:00:00,164.9508,163.86,165.0,164.1695,7062015
2023-04-28 12:30:00,164.13,163.89,164.9799,164.95,7954715
2023-04-28 12:00:00,162.67,162.46,164.1899,164.14,8135630
2023-04-28 11:30:00,162.135,161.57,162.85,162.665,7280203
2023-04-28 11:00:00,162.15,160.7,162.6,162.1318,8702389
2023-04-28 10:30:00,162.11,160.6,163.31,162.16,12615315
2023-04-28 10:00:00,159.06,158.6983,162.28,162.125,14828016
2023-04-28 09:30:00,160.9,157.32,161.66,159.0597,17299367
2023-04-27 16:00:00,160.19,157.8987,160.8,160.3,1217961
2023-04-27 15:30:00,159.71,159.35,160.48,160.15,9472857
2023-04-27 15:00:00,159.74,159.53,160.18,159.71,5814532
2023-04-27 14:30:00,159.97,159.03,160.285,159.7499,7713434
2023-04-27 14:00:00,159.26,159.17,160.0,159.97,5675609
2023-04-27 13:30:00,159.04,159.04,159.9,159.2558,6980699
2023-04-27 13:00:00,158.17,157.8,159.07,159.035,6084771
2023-04-27 12:30:00,157.78,157.27,158.28,158.1625,5865900
2023-04-27 12:00:00,157.845,157.71,158.54,157.77,6881345
2023-04-27 11:30:00,157.64,156.98,158.25,157.8311,10317810
2023-04-27 11:00:00,154.69,154.52,157.99,157.62,11480926
2023-04-27 10:30:00,155.29,154.38,156.38,154.69,9776737
2023-04-27 10:00:00,154.12,153.84,156.23,155.27,13388562
2023-04-27 09:30:00,152.64,152.37,155.5,154.11,20261362
2023-04-26 16:00:00,153.75,153.21,154.11,153.96,1155941
2023-04-26 15:30:00,154.96,153.14,155.14,153.64,12579102
2023-04-26 15:00:00,154.962,154.12,155.18,154.9596,8429229
2023-04-26 14:30:00,156.3,154.7,156.45,154.968,7761748
2023-04-26 14:00:00,156.43,155.57,156.59,156.31,6534257
2023-04-26 13:30:00,156.84,156.16,157.19,156.4117,6862729
2023-04-26 13:00:00,156.5399,156.27,157.07,156.8431,7559641
2023-04-26 12:30:00,155.85,155.3,156.82,156.5385,8250457
2023-04-26 12:00:00,156.14,155.23,156.5,155.85,8683011
2023-04-26 11:30:00,154.84,154.83,156.2,156.125,8525390
2023-04-26 11:00:00,155.88,154.81,156.38,154.85,12156127
2023-04-26 10:30:00,154.34,153.92,156.05,155.86,13476844
2023-04-26 10:00:00,156.23,153.21,156.38,154.3707,24251942
2023-04-26 09:30:00,160.29,156.17,160.67,156.2482,21022012
2023-04-25 16:00:00,160.67,160.4548,161.49,160.85,824272
2023-04-25 15:30:00,161.58,160.5,161.82,160.68,7597437
2023-04-25 15:00:00,162.16,161.52,162.61,161.59,6118233
2023-04-25 14:30:00,161.68,161.6101,162.43,162.17,6039724
2023-04-25 14:00:00,162.42,161.2,162.65,161.68,6945625
2023-04-25 13:30:00,162.6946,162.22,162.95,162.4205,4765284
2023-04-25 13:00:00,162.995,161.94,163.2,162.69,6904270
2023-04-25 12:30:00,162.93,162.36,163.13,162.97,5432605
2023-04-25 12:00:00,162.5,162.047,163.45,162.92,6732368
2023-04-25 11:30:00,163.06,162.17,163.4,162.495,8071178
2023-04-25 11:00:00,162.842,162.06,163.47,163.08,11469736
2023-04-25 10:30:00,161.49,160.6,162.99,162.8487,13183167
2023-04-25 10:00:00,159.79,159.59,162.28,161.5,14496304
2023-04-25 09:30:00,159.82,158.75,161.45,159.7831,18663437
2023-04-24 16:00:00,162.55,161.82,162.55,162.19,1067301
2023-04-24 15:30:00,162.7,161.15,163.22,162.5501,10762311
